property_url,mls,mls_id,status,text,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,agent,broker,broker_phone,nearby_schools,primary_photo,alt_photos
https://www.realtor.com/realestateandhomes-detail/M3579077746?listing_status=rental,LINY,H6298127,FOR_RENT,"Renovated Studio co-op unit for Sublease at The Windsors with large private balcony and breathtaking west facing views of sunsets and fall foliage. This luxury midi-rise co-op includes all utilities, electricity, gas, heat, a/c, and water, and boasts a huge walk-in closet. Great location near MTA Local & Express Bus. The Windsors offers a 24 hour doorman, live-in superintendent, indoor & outdoor parking available, seasonal pool with indoor & outdoor cabanas, charcoal grills and picnic area, fitness center, laundry room, storage room, bike room, basketball courts and two children playgrounds. Sublease application and board approval required. Won't last!",COOP,4705  Henry Hudson Pkwy,Apt 4A,Bronx,NY,10471,0,1,,500,1961,23,1850,2024-04-05,140000,2019-05-02,,4,40.895024,-73.909288,"West Bronx, Riverdale",Bronx,36005,,,1,Jodi L Kirschbaum,"John Edwards Real Estate, Inc.",(718) 755-6515,"Amber Charter School Kingsbridge, Nyc Geog District #10 - Bronx, International Leadership Charter School",http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m1536780015od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m1536780015od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m52511214od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m1849000152od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m302818152od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m95213678od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m4239266324od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m945381292od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m4115645351od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m2661368710od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m4088161517od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m1304554503od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m121272607od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b51db9c9d5ba0f6c00cbbea36a188c8el-m1838187392od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M9768106277?listing_status=rental,TRBO,1452704,FOR_RENT,"multifamily house on quiet street in nice neighborhood in NE Bronx To apply, visit TurboTenant and search for Property ID 1452704",CONDOS,4075  Seton Ave Unit 4075 Seton Ave,Apt 3,Bronx,NY,10466,1,1,,,,16,2000,2024-04-12,,,,,40.893288,-73.838379,"East Bronx, Edenwald",Bronx,36005,,,,,,,Nyc Geog District #11 - Bronx,http://ap.rdcpix.com/57ab0fe065d66602f6fcfb2a25521897l-m3762331626od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/57ab0fe065d66602f6fcfb2a25521897l-m3762331626od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/M4173817796?listing_status=rental,TRBO,1443458,FOR_RENT,"3bed/1bath located in the heart of Throggsneck. This apartment is on the 2nd floor of a private house & it provides hardwood floors, freshly painted walls, a renovated kitchen, a dining & living room area, 1 full baths & 3 good size bedrooms each with their own windows & closets. As far as utilities only water & Heat is included. As a bonus the unit does provide parking. To apply, visit TurboTenant and search for Property ID 1443458",CONDOS,285  Graff Ave,,Bronx,NY,10465,3,1,,,,26,2800,2024-04-02,,,,,40.816035,-73.824235,"Throgs Neck, East Bronx",Bronx,36005,,,,,,,New York City Geographic District # 8,http://ap.rdcpix.com/162cb8014def8eecc3c8e6a39a757c86l-m4062221840od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/162cb8014def8eecc3c8e6a39a757c86l-m4062221840od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/162cb8014def8eecc3c8e6a39a757c86l-m85879344od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/162cb8014def8eecc3c8e6a39a757c86l-m1237537777od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/162cb8014def8eecc3c8e6a39a757c86l-m2682634976od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/162cb8014def8eecc3c8e6a39a757c86l-m2396815876od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M9140501635?listing_status=rental,LINY,3541858,FOR_RENT,"Application approved Pending leases Apartment for rent in a private house in the Woodlawn neighborhood of the Bronx; located on the 2nd floor of a walk up 2-family townhouse, the apartment consists of 3 bedrooms, kitchen with dining room area, separate living room and 1.5 bathrooms; landlord references, good credit of 700 and proof of income (30-40 x the monthly rent)",APARTMENT,233 E 237th St,Unit 2,Bronx,NY,10470,3,1,1,,,25,3400,2024-04-03,,,,,40.898891,-73.869583,"Woodlawn Heights, East Bronx",Bronx,36005,1,,,Nadezhda Vicheva,Oxford Property Group,(212) 300-6412,"Nyc Geog District #11 - Bronx, Bronx Charter School for Excellence 4, Bronx Charter School for Excellence 3",http://ap.rdcpix.com/7da2d4ea03b32d3c83a289f57723396al-m3696513312od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/7da2d4ea03b32d3c83a289f57723396al-m3696513312od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/M4933239618?listing_status=rental,LINY,H6298905,FOR_RENT,"Great location in Pelham Bay Park! This unit is on walk-in level. Studio with one full bathroom and a separate kitchen. Plenty of natural light and a closet. Very close to all transportation, shopping malls, and restaurants. Only 5 minutes walking distance from #6 train Pelham Bay stop. Only 6 min walk from BX12 and BX5. 10-minute walk to Pelham Bay Park. Parking space available for additional $200.",MULTI_FAMILY,2105  Continental Level Ave,Unit WALK-IN,Bronx,NY,10461,0,1,,2970,1950,24,2200,2024-04-04,,,6521,1,40.853987,-73.831231,"Pelham Bay, East Bronx, Paul Estate",Bronx,36005,,0,,Erica L Menendez,Exp Realty,(888) 276-0630,"Equality Charter School, Icahn Charter School 4, Icahn Charter School 5, New York City Geographic District # 8, Icahn Charter School 3",http://ap.rdcpix.com/b8f8f6a3ff6bf75b997374fc07cea5e1l-m2246416046od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/b8f8f6a3ff6bf75b997374fc07cea5e1l-m2246416046od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b8f8f6a3ff6bf75b997374fc07cea5e1l-m3798207592od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b8f8f6a3ff6bf75b997374fc07cea5e1l-m2797430822od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/b8f8f6a3ff6bf75b997374fc07cea5e1l-m3416504323od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M3099370816?listing_status=rental,DENY,22937329,FOR_RENT,"Split bedrooms for perfect roommate home or need for separation of space. Lightly furnished dining room /living room with loft like feel. 3 sizable closets, double foyer and whitewashed hardwood floors thru-out. Open kitchen is renovated with stainless steel appliances. Windows are facing private courtyard with manicured gardens. Windowed bathroom is renovated with deep tub. 811 Walton Avenue has Building Link package system, ButterFly intercom system, new laundry, gym and bike rooms. Yoga classes by Sweet Water. This unit is a co-op sublease for 12 months.",APARTMENT,811  Walton Ave,Apt A2,Bronx,NY,10451,2,1,,,1927,23,2650,2024-04-05,235000,2014-10-04,,,40.825578,-73.9256,"Concourse Village, West Bronx",Bronx,36005,6,0,,Marjo Ivaska-Sergeant,Long Island City,(917) 386-6164,"New York City Geographic District # 7, Kipp Academy Charter School, Bglig-Shirley Rodriguez-Remeneski Charter School, South Bronx Community Charter High School",http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m995445264od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m995445264od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m3930876844od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m1051257434od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m3361672608od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m2573729192od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m3574179973od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m1566250135od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8395d5b005be2d9506d0a8137f097498l-m604219780od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M9120494217?listing_status=rental,LINY,H6298206,FOR_RENT,"Welcome to this charming 3-bedroom, 2-bathroom duplex nestled in a quiet neighborhood. As you enter, you are greeted by a spacious living area with plenty of natural light, perfect for relaxing or entertaining guests. The modern kitchen is equipped with sleek new appliances and ample cabinet space. The master bedroom boasts a private ensuite bathroom and ample closet space. The two additional bedrooms are generously sized and share a well-appointed bathroom. A private driveway provides convenient parking.",MULTI_FAMILY,416  Revere Ave,Unit 1,Bronx,NY,10465,3,2,,1275,2023,27,3500,2024-04-01,,,,3,40.820825,-73.819079,"East Bronx, Throgs Neck",Bronx,36005,2,0,4,Sydney Prendergast,"Weichert, Realtors - Larchmont",(800) 839-1295,New York City Geographic District # 8,http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m1269722151od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m1269722151od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m311845215od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m1164351056od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m4112621192od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m4046176068od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m3080576121od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m1374692078od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m3630061866od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m2951933758od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m1907696539od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m1272772637od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/880e06feb1458d1d8e470b09563127e6l-m3340243692od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M4149894587?listing_status=rental,LINY,H6299313,FOR_RENT,"Commuter's Dream! This charming 1 bedroom/1 bath boasts hardwood floors and an updated kitchen. Located in South Riverdale, this condo is close to public transportation (subway, express bus, Metro-North), parks, shopping, and all of life's necessities.",CONDOS,2600  Henry Hudson Pkwy,Apt 1E,Bronx,NY,10463,1,1,,525,1941,23,2700,2024-04-05,175000,2012-02-14,,5,40.880756,-73.917171,"Riverdale, West Bronx, Spuyten Duyvil",Bronx,36005,1,336,,Chintan Trivedi,Re/Max In The City,(929) 222-4200,"New Visions Charter High School For Advanced Math And Scienc, The New Visions Charter High School For The Humanities, Nyc Geog District #10 - Bronx, Amber Charter School Kingsbridge",http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b4291202789od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b4291202789od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b612643950od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b3918744026od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b4093960773od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b1931077034od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b1278732074od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b4130840746od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b2777457917od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b433920130od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b83709192od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b453305917od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/a89f7009d8b4cf99103f1fca456c6bdal-b3151757653od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M4089325967?listing_status=rental,TRBO,1446249,FOR_RENT,"Welcome to your future home at 3810 Greystone Ave in the heart of Bronx, NY! This charming 1 bedroom, 1 bathroom unit is perfect for those looking for a cozy and convenient living space. Spacious living area with separate dining are will surely provide all the comfort you need. To apply, visit TurboTenant and search for Property ID 1446249",APARTMENT,3810  Greystone Ave,Apt 303,Bronx,NY,10463,1,1,,,,24,2100,2024-04-04,220000,2018-04-09,,,40.887766,-73.904878,"Riverdale, Fieldston, West Bronx",Bronx,36005,,,,,,,"Amber Charter School Kingsbridge, Nyc Geog District #10 - Bronx, International Leadership Charter School",http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m2330086898od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m2330086898od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m1754310485od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m1486320640od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m3342583od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m2098469377od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m2343221878od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m3650864676od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m3111846314od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m160753086od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0845a2c10498c331c7961761ecb35b90l-m751176875od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M4649427275?listing_status=rental,HOMD,1668967415885x447984728161910800,FOR_RENT,"This listing is a mid term rental (30 days or longer) on A newly renovated spacious 2 bedroom townhouse apartment on a quaint street in the Mott Haven neighborhood. Convenient transportation, within a 10 min walk to the 2 and 5 express lines at the 3rd Av-149th St station and the 6 local line at the 138th street station.This is a 2 bedroom apartment with full bathroom, kitchen, living room, backyard and parking spot.1 bedroom contains a queen bed that can sleep 2 and closet space. The other bedroom contains 2 twin beds that sleep 2 and has closet space as well.The bathroom has been meticulously renovated and toiletries such as body soap, shampoo, toilet paper and towels are available.A modern full kitchen is also available with stainless steel appliances, soft close cabinets and kitchenware for use. Appliances available are fridge/freezer, dishwasher, stove and microwave. Kitchenware such as pots/pans, coffee, Keurig, plates, bowls, utensils and electric tea kettle.Living room contains modern mid century furniture and a comfortable sofa sleeper bed that can sleep 2. A smart tv with streaming services and high speed WiFi will also be available.There is also outdoor space! Backyard access and a parking spot in the front of the home is also available.",TOWNHOMES,435 E 144th St,,Bronx,NY,10454,2,1,,,,25,3500,2024-04-03,615000,2022-04-08,,,40.812597,-73.918816,"South Bronx, Mott Haven, West Bronx",Bronx,36005,,,,,,,"New York City Geographic District # 7, BRILLA COLLEGE PREPARATORY CHARTER SCHOOL, Bronx Charter School For Children, Legacy College Preparatory Charter School",http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m719545902od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m719545902od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m2883134309od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m311948693od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m733641426od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m797967697od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m890006570od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m4091431905od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m534505218od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/90d3dcc17965ed22fbb6959b98dc40fbl-m1217584235od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M9693773517?listing_status=rental,LINY,H6298281,FOR_RENT,"Welcome to this charming 3-bedroom, 2 1\2-bathroom duplex nestled in a quiet neighborhood. As you enter, you are greeted by a spacious living area with plenty of natural light, perfect for relaxing or entertaining guests. The modern kitchen is equipped with sleek new appliances and ample cabinet space. The master bedroom boasts a private ensuite bathroom and ample closet space. The two additional bedrooms are generously sized and share a well-appointed bathroom. A private driveway provides convenient parking.",MULTI_FAMILY,416  Revere Ave,Unit 2,Bronx,NY,10465,3,2,1,1275,2023,27,3700,2024-04-01,,,,3,40.820825,-73.819079,"East Bronx, Throgs Neck",Bronx,36005,,0,4,Sydney Prendergast,"Weichert, Realtors - Larchmont",(800) 839-1295,New York City Geographic District # 8,http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m1269722151od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m1269722151od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m1382071405od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m2070131135od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m1213757931od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m2428489593od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m844686558od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m3153525805od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m1299036949od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m297916249od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m715704157od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m3768154098od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m1611219310od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m3588504504od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m3545689893od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m2914106229od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d08f46680ab637ff060072be072d4fbdl-m3340243692od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/realestateandhomes-detail/M9109810586?listing_status=rental,CCRN,32e60024-42a1-4504-932e-62ddc19cbb9d,FOR_RENT,Incredible Three Bedroom & Two Full Bathroom Apartment With Huge Living Room & Dishwasher! AMAZING LOCATION! Lovely Area in Pelham Bay! Laundry in Building! Apartment Has Private Huge Balcony -King/Queen Sized Bedroom -BIG Living Room -Brand NEW Appliances in the Kitchen With Dishwasher -Gorgeous Hardwood Floors Surrounds Apartment -Over 1300sqft!,APARTMENT,1307  Balcom Ave,Apt 2,Bronx,NY,10461,3,2,,,1999,31,3199,2024-03-28,,,2495,,40.836033,-73.8368,"Pelham Bay, Schuylerville, East Bronx",Bronx,36005,,,,William Modeste,Corcoran Westside Columbus,(212) 957-4100,New York City Geographic District # 8,http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m1191216042od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m1191216042od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2341656574od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m1038575312od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m3540815219od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m501355137od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2750065191od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m1523739774od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2575068079od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m518081040od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2673053476od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m3703145113od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m3084830176od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2783442387od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m165942347od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2559525607od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2488443581od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m270175158od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2406350909od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m4162808095od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m2329337345od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/d65a491bb6ef8081cfd05aa7afa6a6cal-m1503672579od-w480_h360_x2.webp?w=1080&q=75"
